watch_id,profile_id,content_id,watch_duration_min,completion_rate_percent,device,timestamp
W04949,P0412,C0166,129,100,Laptop,2024-04-11 03:56:00
W04950,P0346,C0379,30,76,Tablet,2024-04-19 21:49:00
W04951,P0471,C0248,139,78,TV,2024-05-01 11:00:00
W04952,P0094,C0245,121,58,Tablet,2024-03-02 15:05:00
W04953,P0328,C0106,49,46,Mobile,2024-04-29 10:18:00
W04954,P0100,C0182,145,55,Laptop,2024-05-20 18:19:00
W04955,P0285,C0223,10,89,Tablet,2024-01-09 03:15:00
W04956,P0461,C0267,57,65,Laptop,2024-02-08 14:52:00
W04957,P0315,C0337,8,72,Tablet,2024-04-27 21:53:00
W04958,P0025,C0205,64,87,Laptop,2024-03-01 15:36:00
W04959,P0406,C0390,76,39,Mobile,2024-05-12 14:06:00
W04960,P0494,C0338,79,72,TV,2024-02-19 09:23:00
W04961,P0353,C0182,70,85,TV,2024-05-01 11:18:00
W04962,P0357,C0194,26,100,Tablet,2024-01-08 23:12:00
W04963,P0117,C0385,144,35,Mobile,2024-02-14 05:43:00
W04964,P0199,C0397,55,32,Laptop,2024-01-28 23:18:00
W04965,P0279,C0166,149,95,Mobile,2024-04-16 17:30:00
W04966,P0070,C0212,97,29,Mobile,2024-03-21 23:00:00
W04967,P0335,C0271,53,55,Tablet,2024-03-02 18:05:00
W04968,P0079,C0347,20,89,TV,2024-01-26 10:32:00
W04969,P0424,C0166,48,40,Mobile,2024-01-24 09:10:00
W04970,P0354,C0168,111,76,Tablet,2024-05-03 21:40:00
W04971,P0014,C0134,98,30,Laptop,2024-04-03 18:58:00
W04972,P0029,C0101,12,60,TV,2024-04-30 08:44:00
W04973,P0144,C0251,114,48,TV,2024-05-10 23:59:00
W04974,P0477,C0372,22,72,Laptop,2024-01-19 15:09:00
W04975,P0343,C0358,84,78,Mobile,2024-03-21 06:18:00
W04976,P0010,C0338,122,29,TV,2024-03-08 02:52:00
W04977,P0047,C0216,76,32,Mobile,2024-01-19 01:03:00
W04978,P0260,C0176,98,51,Tablet,2024-04-10 22:25:00
W04979,P0012,C0383,42,82,Laptop,2024-03-06 07:37:00
W04980,P0298,C0119,85,12,TV,2024-03-07 07:32:00
W04981,P0226,C0384,111,36,Laptop,2024-01-03 16:18:00
W04982,P0260,C0135,134,100,TV,2024-01-24 05:43:00
W04983,P0084,C0341,46,83,Laptop,2024-01-17 04:55:00
W04984,P0348,C0107,122,89,Tablet,2024-01-06 20:17:00
W04985,P0348,C0137,25,33,Tablet,2024-05-28 06:14:00
W04986,P0006,C0253,134,96,Mobile,2024-04-29 00:34:00
W04987,P0398,C0345,9,18,Tablet,2024-04-22 00:28:00
W04988,P0247,C0350,21,11,Laptop,2024-01-07 03:40:00
W04989,P0035,C0215,28,15,Laptop,2024-02-22 13:10:00
W04990,P0175,C0141,140,80,Tablet,2024-04-06 23:35:00
W04991,P0442,C0162,63,88,Laptop,2024-03-16 08:13:00
W04992,P0065,C0269,30,30,Laptop,2024-01-10 01:56:00
W04993,P0147,C0242,65,96,Laptop,2024-01-24 19:58:00
W04994,P0057,C0358,140,38,Mobile,2024-02-08 16:57:00
W04995,P0193,C0188,16,22,Mobile,2024-03-06 17:24:00
W04996,P0013,C0148,18,78,TV,2024-03-13 14:01:00
W04997,P0392,C0112,34,51,Laptop,2024-02-05 20:56:00
W04998,P0018,C0311,103,10,Mobile,2024-02-13 18:34:00
W04999,P0246,C0344,66,29,Tablet,2024-02-29 10:04:00
W05000,P0163,C0339,35,52,Laptop,2024-03-23 07:33:00
W05001,P0343,C0297,31,10,Laptop,2024-03-23 22:36:00
W05002,P0114,C0357,5,49,TV,2024-01-26 00:20:00
W05003,P0500,C0335,45,16,Tablet,2024-04-29 19:13:00
W05004,P0282,C0287,146,44,Tablet,2024-04-17 06:53:00
W05005,P0233,C0301,78,61,Laptop,2024-01-27 18:14:00
W05006,P0166,C0203,46,43,Mobile,2024-05-27 23:40:00
W05007,P0468,C0390,44,59,TV,2024-03-21 15:09:00
W05008,P0322,C0321,18,78,TV,2024-01-20 14:51:00
W05009,P0026,C0287,104,38,TV,2024-01-13 17:06:00
W05010,P0126,C0199,95,100,Laptop,2024-05-10 23:28:00
W05011,P0313,C0345,143,80,TV,2024-03-30 04:00:00
W05012,P0484,C0122,110,10,Mobile,2024-02-04 00:13:00
W05013,P0281,C0168,53,82,Tablet,2024-05-20 22:09:00
W05014,P0286,C0165,110,67,Mobile,2024-03-18 12:04:00
W05015,P0466,C0392,142,74,TV,2024-01-03 11:30:00
W05016,P0391,C0317,11,100,Tablet,2024-02-09 12:26:00
W05017,P0283,C0129,85,26,TV,2024-01-01 14:31:00
W05018,P0139,C0293,144,71,TV,2024-05-14 23:16:00
W05019,P0101,C0156,105,88,Laptop,2024-04-25 17:55:00
W05020,P0392,C0312,59,51,Tablet,2024-04-29 23:38:00
W05021,P0011,C0338,11,37,TV,2024-05-21 18:29:00
W05022,P0382,C0300,38,12,TV,2024-02-15 14:03:00
W05023,P0216,C0278,130,14,Laptop,2024-01-10 11:03:00
W05024,P0030,C0253,33,75,Tablet,2024-03-01 10:48:00
W05025,P0094,C0144,30,63,TV,2024-05-24 10:39:00
W05026,P0116,C0268,78,47,TV,2024-04-13 11:37:00
W05027,P0500,C0387,49,89,Mobile,2024-05-20 02:57:00
W05028,P0271,C0297,21,53,Mobile,2024-04-10 17:09:00
W05029,P0440,C0174,67,90,Mobile,2024-03-25 05:06:00
W05030,P0291,C0271,97,85,Laptop,2024-02-05 05:26:00
W05031,P0039,C0283,70,99,Mobile,2024-04-09 06:34:00
W05032,P0024,C0116,96,66,Mobile,2024-02-13 12:28:00
W05033,P0264,C0168,121,80,TV,2024-01-29 05:29:00
W05034,P0043,C0142,46,33,Laptop,2024-02-19 12:52:00
W05035,P0170,C0210,75,89,Tablet,2024-04-19 06:17:00
W05036,P0340,C0141,79,91,TV,2024-03-28 16:39:00
W05037,P0169,C0106,75,68,TV,2024-02-26 12:53:00
W05038,P0303,C0281,47,17,Laptop,2024-05-23 18:03:00
W05039,P0026,C0373,59,100,Laptop,2024-04-09 18:18:00
W05040,P0180,C0285,60,99,TV,2024-01-03 12:27:00
W05041,P0472,C0244,83,91,TV,2024-05-13 04:34:00
W05042,P0150,C0200,87,11,TV,2024-01-18 03:34:00
W05043,P0133,C0190,125,50,Laptop,2024-03-13 04:14:00
W05044,P0143,C0346,76,96,TV,2024-05-10 02:05:00
W05045,P0164,C0339,5,65,TV,2024-03-12 22:27:00
W05046,P0101,C0312,134,57,Tablet,2024-03-20 22:01:00
W05047,P0063,C0181,97,31,Mobile,2024-03-04 03:01:00
W05048,P0093,C0215,46,27,Mobile,2024-03-18 08:30:00
W05049,P0207,C0376,78,88,Mobile,2024-05-06 20:22:00
W05050,P0475,C0180,13,50,Mobile,2024-03-16 19:48:00
W05051,P0433,C0156,118,76,Mobile,2024-05-11 10:41:00
W05052,P0311,C0279,35,57,TV,2024-05-01 07:30:00
W05053,P0072,C0149,100,32,TV,2024-04-11 20:27:00
W05054,P0060,C0360,6,11,Tablet,2024-03-02 04:16:00
W05055,P0441,C0374,28,13,Laptop,2024-01-17 21:35:00
W05056,P0029,C0392,47,35,Tablet,2024-01-09 12:40:00
W05057,P0019,C0391,55,28,Laptop,2024-02-28 14:46:00
W05058,P0479,C0130,79,58,Laptop,2024-05-16 19:02:00
W05059,P0073,C0352,103,83,Tablet,2024-02-10 06:38:00
W05060,P0394,C0163,5,95,TV,2024-03-06 05:30:00
W05061,P0357,C0182,128,62,Tablet,2024-01-11 07:59:00
W05062,P0394,C0269,121,15,Mobile,2024-05-13 15:15:00
W05063,P0246,C0258,91,71,Tablet,2024-04-08 09:43:00
W05064,P0481,C0156,133,10,TV,2024-04-22 18:50:00
W05065,P0473,C0242,122,25,TV,2024-02-03 13:44:00
W05066,P0313,C0249,67,61,Laptop,2024-04-26 16:58:00
W05067,P0438,C0326,80,16,Laptop,2024-04-29 19:30:00
W05068,P0440,C0125,99,97,Tablet,2024-03-11 23:58:00
W05069,P0324,C0278,39,44,Laptop,2024-02-09 23:41:00
W05070,P0453,C0195,96,87,Tablet,2024-04-12 10:35:00
W05071,P0087,C0153,89,77,Laptop,2024-05-02 14:27:00
W05072,P0359,C0170,143,24,TV,2024-05-16 13:45:00
W05073,P0183,C0276,143,66,Laptop,2024-05-27 18:52:00
W05074,P0197,C0232,60,32,Mobile,2024-04-30 05:47:00
W05075,P0244,C0313,11,92,TV,2024-02-19 15:15:00
W05076,P0328,C0311,55,87,Mobile,2024-04-14 23:16:00
W05077,P0465,C0164,43,100,TV,2024-01-27 16:07:00
W05078,P0385,C0135,46,95,Tablet,2024-02-01 21:36:00
W05079,P0118,C0112,76,20,TV,2024-05-16 22:43:00
W05080,P0498,C0348,57,13,Laptop,2024-02-14 21:28:00
W05081,P0396,C0212,95,67,Mobile,2024-01-30 02:45:00
W05082,P0419,C0191,34,49,TV,2024-02-29 00:00:00
W05083,P0372,C0394,127,67,Tablet,2024-01-05 01:02:00
W05084,P0462,C0129,133,97,Mobile,2024-03-05 20:24:00
W05085,P0496,C0112,28,76,TV,2024-05-11 10:25:00
W05086,P0082,C0247,129,47,Tablet,2024-01-25 20:25:00
W05087,P0458,C0237,138,11,TV,2024-05-14 20:57:00
W05088,P0247,C0257,10,96,TV,2024-05-20 11:47:00
W05089,P0463,C0359,131,49,Mobile,2024-02-12 18:00:00
W05090,P0234,C0187,121,93,TV,2024-05-21 12:01:00
W05091,P0417,C0258,39,65,Mobile,2024-03-12 10:39:00
W05092,P0467,C0286,132,81,Mobile,2024-04-15 02:44:00
W05093,P0482,C0329,83,44,Laptop,2024-03-11 01:29:00
W05094,P0365,C0104,39,58,Mobile,2024-01-04 14:33:00
W05095,P0153,C0157,52,76,TV,2024-03-19 10:07:00
W05096,P0272,C0128,118,53,TV,2024-04-02 14:53:00
W05097,P0392,C0116,109,40,TV,2024-01-16 06:42:00
W05098,P0035,C0113,76,74,TV,2024-04-25 19:55:00
W05099,P0213,C0300,47,85,Mobile,2024-01-16 16:00:00
W05100,P0211,C0284,39,27,Laptop,2024-05-09 17:59:00
W05101,P0430,C0381,137,97,Mobile,2024-03-19 18:46:00
W05102,P0139,C0258,35,45,TV,2024-01-28 08:36:00
W05103,P0189,C0359,110,71,Mobile,2024-04-15 21:41:00
W05104,P0300,C0257,105,38,Laptop,2024-04-26 10:11:00
W05105,P0395,C0194,12,98,Tablet,2024-01-13 06:39:00
W05106,P0252,C0367,10,32,Laptop,2024-03-26 05:19:00
W05107,P0395,C0121,91,12,Laptop,2024-02-01 05:35:00
W05108,P0150,C0227,84,39,Tablet,2024-02-20 18:22:00
W05109,P0341,C0212,48,90,Laptop,2024-04-15 08:20:00
W05110,P0219,C0334,140,54,Laptop,2024-03-03 01:15:00
W05111,P0082,C0134,68,58,Mobile,2024-02-29 23:16:00
W05112,P0190,C0180,136,28,Laptop,2024-03-21 11:36:00
W05113,P0234,C0183,36,73,Laptop,2024-03-11 16:08:00
W05114,P0176,C0129,57,14,TV,2024-03-26 11:05:00
W05115,P0232,C0231,117,65,Laptop,2024-05-19 18:14:00
W05116,P0358,C0111,67,43,Mobile,2024-02-15 17:50:00
W05117,P0478,C0162,118,82,Tablet,2024-03-19 02:28:00
W05118,P0063,C0133,81,57,TV,2024-05-21 19:13:00
W05119,P0435,C0236,26,35,Mobile,2024-05-06 14:36:00
W05120,P0429,C0188,131,14,TV,2024-04-28 16:05:00
W05121,P0495,C0117,35,97,Laptop,2024-04-10 15:28:00
W05122,P0237,C0191,28,40,Mobile,2024-01-06 04:03:00
W05123,P0033,C0399,7,33,TV,2024-05-05 18:46:00
W05124,P0213,C0353,37,94,Mobile,2024-02-06 22:36:00
W05125,P0060,C0173,55,31,TV,2024-05-20 04:55:00
W05126,P0379,C0306,34,31,Laptop,2024-04-16 14:19:00
W05127,P0002,C0361,29,94,Tablet,2024-01-18 18:26:00
W05128,P0397,C0278,32,66,Tablet,2024-02-01 11:45:00
W05129,P0450,C0320,101,39,Mobile,2024-01-25 12:11:00
W05130,P0057,C0273,91,56,Tablet,2024-02-02 05:43:00
W05131,P0427,C0265,30,83,Mobile,2024-04-13 00:33:00
W05132,P0301,C0320,124,76,Mobile,2024-04-11 10:38:00
W05133,P0287,C0392,140,48,Laptop,2024-03-09 11:30:00
W05134,P0138,C0261,105,98,Laptop,2024-03-20 02:20:00
W05135,P0279,C0348,101,75,TV,2024-01-31 14:43:00
W05136,P0214,C0171,19,86,Mobile,2024-03-03 18:30:00
W05137,P0239,C0192,53,100,TV,2024-02-17 18:04:00
W05138,P0285,C0345,115,38,TV,2024-05-19 05:33:00
W05139,P0481,C0124,12,23,Laptop,2024-01-18 06:50:00
W05140,P0031,C0145,89,13,Mobile,2024-01-28 07:45:00
W05141,P0206,C0289,132,81,Laptop,2024-03-20 13:03:00
W05142,P0458,C0386,135,14,Mobile,2024-03-17 12:12:00
W05143,P0274,C0183,141,53,Tablet,2024-05-16 23:04:00
W05144,P0011,C0322,18,100,Tablet,2024-03-17 08:28:00
W05145,P0359,C0319,95,33,TV,2024-01-09 19:58:00
W05146,P0047,C0318,8,37,Laptop,2024-02-20 04:04:00
W05147,P0003,C0290,80,33,Laptop,2024-05-01 03:04:00
W05148,P0130,C0167,32,14,Mobile,2024-02-01 16:37:00
W05149,P0438,C0131,103,22,TV,2024-02-26 05:09:00
W05150,P0072,C0350,71,91,Laptop,2024-04-25 13:49:00
W05151,P0159,C0154,121,64,TV,2024-03-24 16:31:00
W05152,P0392,C0110,21,90,Laptop,2024-02-25 13:10:00
W05153,P0427,C0266,138,39,Tablet,2024-01-17 07:43:00
W05154,P0432,C0385,111,92,Laptop,2024-03-18 08:53:00
W05155,P0130,C0253,85,95,Laptop,2024-04-17 21:36:00
W05156,P0022,C0132,15,58,Tablet,2024-01-15 06:09:00
W05157,P0380,C0117,105,91,TV,2024-02-17 03:24:00
W05158,P0389,C0246,111,99,TV,2024-04-22 14:24:00
W05159,P0135,C0175,124,24,TV,2024-03-31 03:46:00
W05160,P0020,C0224,148,39,Tablet,2024-01-16 05:53:00
W05161,P0220,C0152,110,37,Tablet,2024-04-20 17:04:00
W05162,P0333,C0290,122,93,Tablet,2024-02-10 15:26:00
W05163,P0130,C0241,80,13,TV,2024-04-17 19:44:00
W05164,P0032,C0188,9,77,TV,2024-04-12 19:11:00
W05165,P0090,C0184,30,24,TV,2024-01-30 07:52:00
W05166,P0259,C0343,81,43,TV,2024-02-14 01:19:00
W05167,P0425,C0206,71,84,Mobile,2024-02-08 03:59:00
W05168,P0298,C0192,36,96,Tablet,2024-02-14 09:49:00
W05169,P0333,C0121,123,52,Tablet,2024-03-21 21:43:00
W05170,P0249,C0106,106,84,Tablet,2024-04-25 04:28:00
W05171,P0469,C0321,113,70,TV,2024-05-27 05:34:00
W05172,P0173,C0187,83,72,TV,2024-02-25 17:56:00
W05173,P0357,C0280,70,11,Mobile,2024-03-08 11:33:00
W05174,P0471,C0346,143,61,Mobile,2024-02-03 06:25:00
W05175,P0455,C0274,84,61,TV,2024-04-20 18:37:00
W05176,P0401,C0213,14,24,TV,2024-02-16 13:13:00
W05177,P0476,C0171,81,49,TV,2024-03-24 14:33:00
W05178,P0384,C0258,64,37,Tablet,2024-04-01 06:15:00
W05179,P0047,C0399,12,64,Mobile,2024-03-15 03:21:00
W05180,P0478,C0337,52,59,Tablet,2024-02-10 22:11:00
W05181,P0197,C0287,85,31,Laptop,2024-03-22 15:22:00
W05182,P0408,C0343,45,38,Laptop,2024-05-13 18:09:00
W05183,P0455,C0266,127,81,Laptop,2024-01-24 16:01:00
W05184,P0379,C0134,12,95,Laptop,2024-03-01 15:41:00
W05185,P0034,C0355,97,21,Tablet,2024-03-09 10:25:00
W05186,P0254,C0320,95,96,Laptop,2024-03-15 15:38:00
W05187,P0248,C0132,68,47,TV,2024-02-28 06:25:00
W05188,P0434,C0357,131,11,Laptop,2024-01-15 20:54:00
W05189,P0042,C0333,92,21,TV,2024-04-14 03:18:00
W05190,P0289,C0315,49,64,Tablet,2024-05-27 22:57:00
W05191,P0123,C0342,148,94,Mobile,2024-02-04 02:41:00
W05192,P0027,C0345,30,21,Mobile,2024-01-31 14:54:00
W05193,P0462,C0120,19,18,Laptop,2024-01-19 13:11:00
W05194,P0059,C0310,62,88,Mobile,2024-03-24 05:47:00
W05195,P0147,C0310,83,41,TV,2024-05-24 02:26:00
W05196,P0496,C0172,29,82,Laptop,2024-04-27 11:14:00
W05197,P0115,C0262,72,97,Laptop,2024-02-16 21:19:00
W05198,P0486,C0278,40,17,TV,2024-04-12 02:00:00
W05199,P0460,C0111,121,37,TV,2024-04-03 00:41:00
W05200,P0387,C0399,84,65,Tablet,2024-04-20 00:28:00
W05201,P0199,C0366,63,91,TV,2024-05-03 13:04:00
W05202,P0128,C0108,44,45,Tablet,2024-01-14 15:19:00
W05203,P0376,C0375,121,46,Laptop,2024-02-19 13:44:00
W05204,P0483,C0293,85,41,Mobile,2024-04-13 04:54:00
W05205,P0153,C0359,135,94,Mobile,2024-04-05 09:07:00
W05206,P0369,C0153,75,48,Tablet,2024-04-23 17:40:00
W05207,P0271,C0400,144,58,Mobile,2024-01-14 10:34:00
W05208,P0339,C0196,105,27,Mobile,2024-03-23 19:42:00
W05209,P0444,C0192,74,32,Laptop,2024-03-13 10:13:00
W05210,P0083,C0244,29,42,Tablet,2024-03-21 18:26:00
W05211,P0023,C0118,93,82,TV,2024-02-13 17:25:00
W05212,P0011,C0226,135,60,Mobile,2024-05-11 07:44:00
W05213,P0187,C0254,67,52,Laptop,2024-02-15 15:54:00
W05214,P0469,C0106,34,13,Laptop,2024-01-11 13:18:00
W05215,P0116,C0188,97,89,Mobile,2024-05-18 19:03:00
W05216,P0162,C0369,136,76,TV,2024-02-25 00:37:00
W05217,P0103,C0165,82,81,TV,2024-01-21 18:53:00
W05218,P0243,C0266,89,89,Tablet,2024-04-03 06:33:00
W05219,P0007,C0164,75,11,Tablet,2024-05-15 00:07:00
W05220,P0362,C0370,75,54,Tablet,2024-03-12 04:49:00
W05221,P0172,C0245,133,92,Laptop,2024-05-23 06:00:00
W05222,P0256,C0369,38,97,TV,2024-05-20 11:55:00
W05223,P0247,C0106,91,89,Tablet,2024-05-29 12:32:00
W05224,P0475,C0221,135,49,Laptop,2024-03-04 13:13:00
W05225,P0192,C0232,22,11,TV,2024-03-23 01:46:00
W05226,P0114,C0390,47,41,Mobile,2024-03-09 10:08:00
W05227,P0023,C0289,80,10,Tablet,2024-01-30 00:07:00
W05228,P0358,C0309,82,27,Tablet,2024-02-07 03:08:00
W05229,P0314,C0142,45,73,TV,2024-03-21 01:47:00
W05230,P0276,C0178,110,41,Mobile,2024-03-05 11:25:00
W05231,P0411,C0245,113,18,Mobile,2024-03-30 05:27:00
W05232,P0373,C0386,28,64,Laptop,2024-02-12 05:01:00
W05233,P0444,C0271,28,76,Tablet,2024-05-04 17:42:00
W05234,P0136,C0193,7,33,Mobile,2024-02-20 17:07:00
W05235,P0357,C0363,77,20,Laptop,2024-04-30 18:20:00
W05236,P0195,C0123,28,37,Tablet,2024-05-12 04:35:00
W05237,P0258,C0392,123,25,Tablet,2024-02-03 23:21:00
W05238,P0278,C0242,44,21,Tablet,2024-04-18 10:37:00
W05239,P0070,C0248,75,77,Tablet,2024-02-23 15:29:00
W05240,P0359,C0216,141,99,Mobile,2024-05-24 23:32:00
W05241,P0360,C0181,113,13,Mobile,2024-03-29 03:02:00
W05242,P0036,C0125,107,84,Mobile,2024-02-22 22:09:00
W05243,P0108,C0215,37,75,TV,2024-03-12 20:42:00
W05244,P0024,C0194,66,40,TV,2024-05-20 21:35:00
W05245,P0140,C0285,89,65,Tablet,2024-01-13 17:23:00
W05246,P0465,C0383,65,59,Mobile,2024-03-06 16:34:00
W05247,P0022,C0255,97,76,Laptop,2024-02-16 02:26:00
W05248,P0339,C0274,31,98,Mobile,2024-05-01 05:09:00
W05249,P0329,C0273,130,10,Laptop,2024-01-06 00:13:00
W05250,P0204,C0254,149,78,Tablet,2024-05-11 12:34:00
W05251,P0380,C0114,64,48,Tablet,2024-01-27 04:22:00
W05252,P0224,C0228,51,61,Tablet,2024-05-10 20:48:00
W05253,P0223,C0192,116,45,Mobile,2024-01-02 20:57:00
W05254,P0081,C0371,91,76,Mobile,2024-03-20 06:48:00
W05255,P0407,C0322,113,21,Laptop,2024-02-29 16:14:00
W05256,P0330,C0208,140,70,Laptop,2024-01-24 04:30:00
W05257,P0191,C0128,77,89,TV,2024-04-04 02:21:00
W05258,P0286,C0297,126,81,Tablet,2024-05-13 16:13:00
W05259,P0147,C0300,101,20,Laptop,2024-03-21 04:33:00
W05260,P0282,C0254,72,23,Mobile,2024-01-20 07:44:00
W05261,P0474,C0170,67,100,Laptop,2024-02-09 17:42:00
W05262,P0384,C0260,86,91,TV,2024-02-01 19:07:00
W05263,P0011,C0203,34,63,Mobile,2024-04-17 21:46:00
W05264,P0276,C0336,29,17,Mobile,2024-04-19 02:59:00
W05265,P0374,C0289,125,42,Mobile,2024-04-06 20:14:00
W05266,P0056,C0209,101,13,Laptop,2024-03-14 07:26:00
W05267,P0173,C0355,103,39,Tablet,2024-01-17 09:20:00
W05268,P0452,C0293,110,93,Tablet,2024-03-21 12:01:00
W05269,P0303,C0171,60,100,Tablet,2024-04-25 08:54:00
W05270,P0204,C0369,134,98,Tablet,2024-04-07 22:31:00
W05271,P0345,C0309,57,63,Tablet,2024-05-20 06:46:00
W05272,P0248,C0276,130,15,Mobile,2024-02-26 11:33:00
W05273,P0314,C0339,45,14,Mobile,2024-05-27 22:45:00
W05274,P0266,C0198,27,87,Laptop,2024-01-23 18:48:00
W05275,P0022,C0189,35,60,Mobile,2024-03-07 09:17:00
W05276,P0327,C0352,6,23,Laptop,2024-03-21 15:40:00
W05277,P0024,C0199,64,43,Laptop,2024-05-26 20:45:00
W05278,P0194,C0254,82,50,TV,2024-03-27 17:18:00
W05279,P0096,C0395,27,98,Mobile,2024-05-02 01:17:00
W05280,P0469,C0383,39,48,Laptop,2024-03-06 13:26:00
W05281,P0445,C0396,5,27,Tablet,2024-01-18 12:47:00
W05282,P0263,C0131,109,29,Tablet,2024-01-21 17:30:00
W05283,P0072,C0231,53,17,TV,2024-01-02 07:43:00
W05284,P0243,C0316,66,35,Laptop,2024-02-08 13:43:00
W05285,P0383,C0115,19,94,Mobile,2024-04-16 23:26:00
W05286,P0038,C0367,25,36,Tablet,2024-01-13 23:25:00
W05287,P0405,C0386,140,41,Tablet,2024-02-25 20:53:00
W05288,P0392,C0391,139,51,TV,2024-01-28 12:01:00
W05289,P0377,C0143,109,59,Tablet,2024-04-28 00:40:00
W05290,P0089,C0268,38,90,Laptop,2024-01-04 07:20:00
W05291,P0028,C0355,125,58,TV,2024-03-28 01:23:00
W05292,P0092,C0270,100,74,Tablet,2024-02-15 07:19:00
W05293,P0054,C0359,14,72,Mobile,2024-03-28 16:25:00
W05294,P0159,C0178,94,36,Laptop,2024-03-17 02:15:00
W05295,P0372,C0185,62,84,Tablet,2024-05-20 14:20:00
W05296,P0228,C0249,113,44,Mobile,2024-01-20 09:49:00
W05297,P0473,C0301,103,47,Laptop,2024-01-27 19:03:00
W05298,P0372,C0177,113,47,Tablet,2024-01-25 22:11:00
W05299,P0376,C0350,136,51,TV,2024-01-21 04:54:00
W05300,P0041,C0153,93,51,Mobile,2024-01-15 00:52:00
W05301,P0037,C0400,140,58,Tablet,2024-02-07 00:51:00
W05302,P0125,C0393,16,66,TV,2024-03-12 00:27:00
W05303,P0422,C0394,122,63,Laptop,2024-05-23 12:43:00
W05304,P0179,C0209,92,19,Laptop,2024-04-27 15:11:00
W05305,P0332,C0188,92,69,Mobile,2024-02-04 23:44:00
W05306,P0037,C0266,134,49,Mobile,2024-04-08 13:39:00
W05307,P0101,C0367,77,10,Laptop,2024-05-19 09:19:00
W05308,P0031,C0193,87,95,TV,2024-01-22 06:18:00
W05309,P0190,C0273,9,73,Laptop,2024-05-06 20:00:00
W05310,P0146,C0164,51,90,Tablet,2024-02-21 01:18:00
W05311,P0090,C0226,28,21,Tablet,2024-05-08 13:53:00
W05312,P0006,C0330,125,66,TV,2024-03-04 17:11:00
W05313,P0393,C0205,99,86,Tablet,2024-01-25 07:29:00
W05314,P0139,C0309,146,98,Tablet,2024-04-03 07:16:00
W05315,P0095,C0162,55,35,Mobile,2024-01-15 11:29:00
W05316,P0119,C0340,138,49,Tablet,2024-05-01 09:46:00
W05317,P0366,C0161,149,52,TV,2024-04-13 10:26:00
W05318,P0120,C0112,86,81,Laptop,2024-02-08 07:37:00
W05319,P0386,C0237,76,22,TV,2024-04-17 02:14:00
W05320,P0123,C0295,55,99,Mobile,2024-04-27 20:55:00
W05321,P0285,C0174,56,65,TV,2024-02-08 13:38:00
W05322,P0366,C0236,16,26,Laptop,2024-02-16 00:35:00
W05323,P0377,C0143,85,97,Laptop,2024-03-04 01:34:00
W05324,P0179,C0139,99,33,TV,2024-04-14 19:29:00
W05325,P0490,C0131,119,85,Laptop,2024-05-28 06:07:00
W05326,P0325,C0242,133,67,Mobile,2024-03-05 20:51:00
W05327,P0407,C0144,15,89,TV,2024-01-08 13:35:00
W05328,P0484,C0288,20,70,Tablet,2024-03-25 12:35:00
W05329,P0007,C0102,105,89,TV,2024-03-25 19:38:00
W05330,P0384,C0392,117,37,Tablet,2024-01-19 10:26:00
W05331,P0312,C0396,96,76,Tablet,2024-02-19 18:42:00
W05332,P0127,C0124,13,60,TV,2024-04-13 23:15:00
W05333,P0077,C0204,123,97,Laptop,2024-02-20 23:05:00
W05334,P0234,C0162,127,48,Tablet,2024-04-21 07:32:00
W05335,P0318,C0253,12,75,Tablet,2024-03-12 02:18:00
W05336,P0074,C0363,29,86,TV,2024-03-20 03:50:00
W05337,P0484,C0394,123,83,Tablet,2024-02-18 22:06:00
W05338,P0464,C0343,27,49,TV,2024-03-12 21:26:00
W05339,P0271,C0221,48,22,Tablet,2024-03-06 03:41:00
W05340,P0309,C0273,60,28,Tablet,2024-03-17 01:01:00
W05341,P0427,C0203,127,15,TV,2024-02-07 02:04:00
W05342,P0467,C0260,27,27,TV,2024-03-24 02:40:00
W05343,P0469,C0357,13,18,Mobile,2024-01-29 10:25:00
W05344,P0120,C0302,8,90,Laptop,2024-03-19 01:45:00
W05345,P0035,C0145,125,77,Mobile,2024-05-10 23:00:00
W05346,P0207,C0164,102,63,TV,2024-01-08 00:01:00
W05347,P0496,C0296,135,59,Tablet,2024-04-22 21:14:00
W05348,P0270,C0170,87,79,Laptop,2024-03-05 18:51:00
W05349,P0093,C0281,38,20,TV,2024-01-20 02:59:00
W05350,P0453,C0347,109,64,Mobile,2024-02-06 09:43:00
W05351,P0378,C0258,111,51,Tablet,2024-01-27 02:54:00
W05352,P0177,C0286,47,99,Tablet,2024-05-02 03:46:00
W05353,P0274,C0331,16,20,TV,2024-05-13 07:23:00
W05354,P0179,C0173,20,81,Tablet,2024-02-14 07:07:00
W05355,P0129,C0155,66,76,Mobile,2024-03-23 12:44:00
W05356,P0125,C0343,21,11,Tablet,2024-05-25 10:31:00
W05357,P0027,C0315,19,91,Mobile,2024-03-05 21:44:00
W05358,P0064,C0115,30,75,Tablet,2024-01-27 23:34:00
W05359,P0060,C0247,49,35,Laptop,2024-04-15 15:24:00
W05360,P0219,C0244,134,85,TV,2024-02-13 01:46:00
W05361,P0217,C0125,149,46,TV,2024-02-05 10:58:00
W05362,P0169,C0199,69,99,Tablet,2024-01-06 19:42:00
W05363,P0149,C0279,98,45,TV,2024-01-09 20:25:00
W05364,P0270,C0274,34,25,Laptop,2024-01-13 22:00:00
W05365,P0116,C0363,72,87,Mobile,2024-05-07 16:32:00
